contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,t2m,s0,market_price,type,vol,EFD,IFD,CNFD,delta,gamma,vega,theta
SPY210521P00385000,2021-03-19 17:59:03,385.0,9.17,9.17,9.2,-0.48999977,-5.0724616,4811.0,13234.0,0.18366294860839844,False,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,9.184999999999999,p,0.19475574970245357,9.193380750323906,9.177235605525542,9.18531478260982,-0.40687393351731216,0.01287927657181984,60.16020392478023,-37.299113299541276
SPY210521P00386000,2021-03-19 16:31:31,386.0,9.75,9.47,9.5,-0.60999966,-5.8880277,407.0,3812.0,0.18143518768310546,False,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,9.485,p,0.19237775897979736,9.486923906514036,9.470644398613866,9.47879150479456,-0.4193454513877127,0.013137912102390039,60.54433396282082,-37.12181460616764
SPY210521P00387000,2021-03-19 17:22:49,387.0,9.8,9.76,9.79,-0.96000004,-8.921933,218.0,2089.0,0.17884121948242188,False,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,9.774999999999999,p,0.18964535617828365,9.758630730330308,9.742154948092033,9.750401012972462,-0.4320526589349251,0.013429604586952927,60.93354759052275,-36.87319098078336
SPY210521P00388000,2021-03-19 17:25:26,388.0,10.08,10.17,10.21,-0.6300001,-5.882354,526.0,2659.0,0.17807828765869144,False,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,10.190000000000001,p,0.1887669477462769,10.192268574523814,10.175732631955194,10.184009068933937,-0.4455283534182519,0.013541338712318843,61.12660842851877,-36.832715172550415
SPY210521P00389000,2021-03-19 17:50:31,389.0,10.34,10.49,10.53,-0.6899996,-6.2556624,467.0,3730.0,0.17557587127685548,False,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,10.51,p,0.18612410068511964,10.518208455515635,10.50177308736583,10.509999434967595,-0.4590251812445442,0.013782768988847203,61.317128719955214,-36.442190202808504
SPY210521P00390000,2021-03-19 17:56:57,390.0,10.84,10.85,10.89,-0.55999947,-4.9122763,4045.0,0.0,0.17350069671630858,False,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,10.870000000000001,p,0.1839233160018921,10.870829299340329,10.854360006358243,10.862603640179687,-0.47289945909815917,0.01399828097675028,61.510747798827694,-36.137837179477785
SPY210521P00391000,2021-03-19 17:55:56,391.0,11.18,11.23,11.28,-1.0499992,-8.58544,586.0,0.0,0.1716696603393555,True,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,11.254999999999999,p,0.18190926456451412,11.242373540431583,11.225984210921135,11.234187998886657,-0.48707890729744713,0.014195445543554189,61.67218990636773,-35.843713527791486
SPY210521P00392000,2021-03-19 17:43:53,392.0,11.58,11.55,11.59,-1.2200003,-9.531252,572.0,0.0,0.1684043121337891,True,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,11.57,p,0.17853282260894776,11.574609856152266,11.558528484780414,11.566577914367263,-0.5017461610156574,0.014448724637963083,61.6392983710875,-35.13454475658755
SPY210521P00393000,2021-03-19 17:33:01,393.0,11.92,11.96,12.01,-1.3099995,-9.901734,580.0,3998.0,0.16660379302978523,True,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,11.985,p,0.1765473527908325,11.9920438757428,11.976240807449178,11.984150668654234,-0.5166162784122845,0.01459507315375346,61.60342749874154,-34.69876670630295
SPY210521P00394000,2021-03-19 16:32:38,394.0,12.33,12.36,12.4,-1.0699997,-7.9850726,553.0,0.0,0.16410137664794922,True,REGULAR,USD,2021-05-21 00:00:00,0.15597340367488596,390.8500061035156,12.379999999999999,p,0.1739940614700317,12.37417282571618,12.358700593658044,12.366444589789563,-0.5320165927411697,0.014791695242059762,61.56460299139123,-34.14904674086129
